ts,lat,lon,speed_kph,vehicle_id
2025-01-01 08:00:00,25.7678144,-80.3667636,0.0,v01
2025-01-01 08:00:01,25.767818587569423,-80.3667027505399,22.000001696152665,v01
2025-01-01 08:00:02,25.767822775138843,-80.3666419010798,22.000000924381087,v01
2025-01-01 08:00:03,25.767826962708266,-80.3665810516197,22.000000152706395,v01
2025-01-01 08:00:04,25.76783115027769,-80.3665202021596,21.999999381128596,v01
2025-01-01 08:00:05,25.76783533784711,-80.36645935269951,21.999998609356663,v01
2025-01-01 08:00:06,25.767803919642216,-80.36643291859602,15.779248187589921,v01
2025-01-01 08:00:07,25.76774906679204,-80.36642913564083,21.999999981031653,v01
2025-01-01 08:00:08,25.76769421394186,-80.36642535268564,22.000000020099495,v01
2025-01-01 08:00:09,25.76763937909903,-80.36642127462281,21.99965862506292,v01
2025-01-01 08:00:10,25.767584568033975,-80.36641680688578,21.999999597019052,v01
2025-01-01 08:00:11,25.76752975696892,-80.36641233914874,21.999999653114052,v01
2025-01-01 08:00:12,25.767474945903864,-80.3664078714117,21.999999707564157,v01
2025-01-01 08:00:13,25.767420134838805,-80.36640340367465,21.99999976328395,v01
2025-01-01 08:00:14,25.76736532377375,-80.36639893593761,21.999999815194354,v01
2025-01-01 08:00:15,25.767310512708693,-80.36639446820058,21.99999987053892,v01
2025-01-01 08:00:16,25.767255701643638,-80.36639000046354,21.999999924093977,v01
2025-01-01 08:00:17,25.76720089057858,-80.3663855327265,21.999999981083203,v01
2025-01-01 08:00:18,25.767146079513523,-80.36638106498945,22.000000034263042,v01
2025-01-01 08:00:19,25.767091268448468,-80.36637659725241,22.000000088712564,v01
2025-01-01 08:00:20,25.767036457383412,-80.36637212951538,22.000000141517187,v01
2025-01-01 08:00:21,25.766981646318353,-80.36636766177834,22.00000019888113,v01
2025-01-01 08:00:22,25.766926835253297,-80.3663631940413,22.000000252060644,v01
2025-01-01 08:00:23,25.766872024188242,-80.36635872630426,22.000000305240064,v01
2025-01-01 08:00:24,25.766817213123183,-80.36635425856721,22.000000362228707,v01
2025-01-01 08:00:25,25.766762402058127,-80.36634979083018,22.00000041503291,v01
2025-01-01 08:00:26,25.76670760383487,-80.3663451337833,21.999976431851426,v01
2025-01-01 08:00:27,25.76665280837363,-80.3663404360196,21.999999143483336,v01
2025-01-01 08:00:28,25.766598012912393,-80.3663357382559,21.999999203666032,v01
2025-01-01 08:00:29,25.766543217451154,-80.3663310404922,21.999999263848636,v01
2025-01-01 08:00:30,25.766488421989916,-80.36632634272851,21.999999322367373,v01
2025-01-01 08:00:31,25.766433626528677,-80.36632164496481,21.99999938421357,v01
2025-01-01 08:00:32,25.76637883106744,-80.36631694720111,21.999999444395897,v01
2025-01-01 08:00:33,25.7663240356062,-80.36631224943741,21.999999503308732,v01
2025-01-01 08:00:34,25.76626924014496,-80.36630755167371,21.999999564760284,v01
2025-01-01 08:00:35,25.766214444683722,-80.36630285391001,21.999999624942337,v01
2025-01-01 08:00:36,25.766159649222484,-80.36629815614633,21.99999968472993,v01
2025-01-01 08:00:37,25.766104853761245,-80.36629345838263,21.999999744036764,v01
2025-01-01 08:00:38,25.766050058300006,-80.36628876061893,21.999999805487953,v01
2025-01-01 08:00:39,25.765995262838768,-80.36628406285523,21.999999865669636,v01
2025-01-01 08:00:40,25.76594046737753,-80.36627936509153,21.99999992585123,v01
2025-01-01 08:00:41,25.76588567191629,-80.36627466732783,21.99999998476333,v01
2025-01-01 08:00:42,25.765830876455052,-80.36626996956414,22.000000045819778,v01
2025-01-01 08:00:43,25.765776080993813,-80.36626527180044,22.000000106395476,v01
2025-01-01 08:00:44,25.765721285532575,-80.36626057403674,22.000000166576704,v01
2025-01-01 08:00:45,25.765666490071336,-80.36625587627304,22.000000225488435,v01
2025-01-01 08:00:46,25.765611694610094,-80.36625117850934,22.00000028820829,v01
2025-01-01 08:00:47,25.765556899148855,-80.36624648074564,22.00000034711984,v01
2025-01-01 08:00:48,25.765502103687616,-80.36624178298196,22.00000040690633,v01
2025-01-01 08:00:49,25.765447308226378,-80.36623708521826,22.000000467481478,v01
2025-01-01 08:00:50,25.76539251276514,-80.36623238745456,22.00000052639275,v01
2025-01-01 08:00:51,25.7653377173039,-80.36622768969086,22.00000058784274,v01
2025-01-01 08:00:52,25.765282921842662,-80.36622299192716,22.000000648023242,v01
2025-01-01 08:00:53,25.765228126381423,-80.36621829416346,22.000000708203647,v01
2025-01-01 08:00:54,25.765173330920184,-80.36621359639977,22.000000766720177,v01
2025-01-01 08:00:55,25.765118535458946,-80.36620889863607,22.000000828564183,v01
2025-01-01 08:00:56,25.765063739997707,-80.36620420087237,22.000000888744314,v01
2025-01-01 08:00:57,25.765008942020625,-80.36619953951758,21.999998579767947,v01
2025-01-01 08:00:58,25.76495414297454,-80.36619489363319,22.000000019671702,v01
2025-01-01 08:00:59,25.764947904634997,-80.36625032677259,20.139384570674007,v01
2025-01-01 08:01:00,25.7649461615862,-80.36631132145956,21.9999991159996,v01
2025-01-01 08:01:01,25.764944418537397,-80.36637231614654,21.99999943871353,v01
2025-01-01 08:01:02,25.764942675488598,-80.3664333108335,21.999999756306927,v01
2025-01-01 08:01:03,25.7649409324398,-80.36649430552048,22.000000084141334,v01
2025-01-01 08:01:04,25.764939189390997,-80.36655530020745,22.000000406855204,v01
2025-01-01 08:01:05,25.7649374463422,-80.36661629489441,22.000000724448544,v01
2025-01-01 08:01:06,25.7649357032934,-80.36667728958139,22.000001052282887,v01
2025-01-01 08:01:07,25.764902320401607,-80.36669900248229,15.487015023061486,v01
2025-01-01 08:01:08,25.76484753623351,-80.3666941450757,22.00000001860082,v01
2025-01-01 08:01:09,25.76479275298308,-80.36668927494327,21.999999553586274,v01
2025-01-01 08:01:10,25.7647379697609,-80.36668440441906,21.99999961795681,v01
2025-01-01 08:01:11,25.764683186538722,-80.36667953389484,21.99999968430746,v01
2025-01-01 08:01:12,25.76462840331654,-80.36667466337063,21.999999748571124,v01
2025-01-01 08:01:13,25.76457362009436,-80.36666979284642,21.99999981197445,v01
2025-01-01 08:01:14,25.76451883687218,-80.36666492232222,21.9999998766468,v01
2025-01-01 08:01:15,25.764464053650002,-80.36666005179801,21.999999941319057,v01
2025-01-01 08:01:16,25.764409270427823,-80.36665518127379,22.000000006400093,v01
2025-01-01 08:01:17,25.76435448720564,-80.36665031074958,22.000000071932384,v01
2025-01-01 08:01:18,25.76429970398346,-80.36664544022537,22.00000013533522,v01
2025-01-01 08:01:19,25.764244920761282,-80.36664056970116,22.000000201276194,v01
2025-01-01 08:01:20,25.764190137539103,-80.36663569917695,22.00000026467884,v01
2025-01-01 08:01:21,25.764135354316924,-80.36663082865273,22.000000329759384,v01
2025-01-01 08:01:22,25.764080571094745,-80.36662595812852,22.000000394022063,v01
2025-01-01 08:01:23,25.76402578080598,-80.36662119038758,21.99989421389889,v01
2025-01-01 08:01:24,25.763970966643406,-80.3666167698906,21.99999960088909,v01
2025-01-01 08:01:25,25.76391615248083,-80.3666123493936,21.99999965583251,v01
2025-01-01 08:01:26,25.763861338318254,-80.36660792889663,21.999999708763802,v01
2025-01-01 08:01:27,25.76380652415568,-80.36660350839965,21.999999760796275,v01
2025-01-01 08:01:28,25.763751709993105,-80.36659908790267,21.999999815368348,v01
2025-01-01 08:01:29,25.76369689583053,-80.36659466740568,21.99999986777177,v01
2025-01-01 08:01:30,25.763642081667953,-80.3665902469087,21.999999921972567,v01
2025-01-01 08:01:31,25.76358726750538,-80.36658582641172,21.99999997527455,v01
2025-01-01 08:01:32,25.763532453342805,-80.36658140591473,22.000000027677736,v01
2025-01-01 08:01:33,25.76347763918023,-80.36657698541775,22.000000080608455,v01
2025-01-01 08:01:34,25.763422825017653,-80.36657256492077,22.000000135180034,v01
2025-01-01 08:01:35,25.76336801085508,-80.3665681444238,22.000000188481696,v01
2025-01-01 08:01:36,25.763313196692504,-80.3665637239268,22.000000240884557,v01
2025-01-01 08:01:37,25.76325838252993,-80.36655930342982,22.000000293814946,v01
2025-01-01 08:01:38,25.763203568367352,-80.36655488293285,22.000000349656037,v01
2025-01-01 08:01:39,25.763148754204778,-80.36655046243587,22.0000004004177,v01
2025-01-01 08:01:40,25.763134061736242,-80.36659986303428,18.755485732535192,v01
2025-01-01 08:01:41,25.763127731680946,-80.36666048136046,22.000000459665976,v01
2025-01-01 08:01:42,25.763125750271033,-80.36672145882653,21.997364654564198,v01
2025-01-01 08:01:43,25.7631239340688,-80.36678244993657,21.99999584682877,v01
2025-01-01 08:01:44,25.76312211786657,-80.3668434410466,21.999996183072273,v01
2025-01-01 08:01:45,25.763120301664337,-80.36690443215663,21.999996519231598,v01
2025-01-01 08:01:46,25.763118485462105,-80.36696542326665,21.999996850312606,v01
2025-01-01 08:01:47,25.76311666925987,-80.36702641437668,21.999997191676414,v01
2025-01-01 08:01:48,25.763114853057637,-80.36708740548671,21.999997527835674,v01
2025-01-01 08:01:49,25.763113036855405,-80.36714839659675,21.999997864036985,v01
2025-01-01 08:01:50,25.763111220653172,-80.36720938770678,21.99999820028035,v01
2025-01-01 08:01:51,25.76310940445094,-80.3672703788168,21.99999853131917,v01
2025-01-01 08:01:52,25.763107588248708,-80.36733136992683,21.9999988726408,v01
2025-01-01 08:01:53,25.763105772046476,-80.36739236103686,21.99999920884202,v01
2025-01-01 08:01:54,25.763103955844244,-80.3674533521469,21.999999545043224,v01
2025-01-01 08:01:55,25.76310213964201,-80.36751434325693,21.99999988124441,v01
2025-01-01 08:01:56,25.76310032343978,-80.36757533436695,22.000000212367258,v01
2025-01-01 08:01:57,25.763098507237544,-80.36763632547698,22.000000553688775,v01
2025-01-01 08:01:58,25.76309669103531,-80.36769731658701,22.000000889847822,v01
2025-01-01 08:01:59,25.76309487483308,-80.36775830769704,22.000001226048916,v01
2025-01-01 08:02:00,25.763093058630847,-80.36781929880708,22.000001562249984,v01
2025-01-01 08:02:01,25.763091242428615,-80.3678802899171,22.000001893330655,v01
2025-01-01 08:02:02,25.763089426226383,-80.36794128102713,22.000002234694133,v01
2025-01-01 08:02:03,25.76308761002415,-80.36800227213716,22.00000257085307,v01
2025-01-01 08:02:04,25.76308579382192,-80.3680632632472,22.000002907054046,v01
2025-01-01 08:02:05,25.763083977619686,-80.36812425435723,22.00000324325501,v01
2025-01-01 08:02:06,25.763082161417454,-80.36818524546725,22.000003574335565,v01
2025-01-01 08:02:07,25.763080345215222,-80.36824623657728,22.000003915656862,v01
2025-01-01 08:02:08,25.763078529012986,-80.36830722768731,22.000004251941906,v01
2025-01-01 08:02:09,25.76307671822853,-80.36836821899085,22.000002748727148,v01
2025-01-01 08:02:10,25.763074918783712,-80.3684292106994,21.999999921934236,v01
2025-01-01 08:02:11,25.763067174275328,-80.36848813122657,21.466557177393483,v01
2025-01-01 08:02:12,25.763036815848746,-80.36853888626874,21.96571238868045,v01
2025-01-01 08:02:13,25.76299483639908,-80.36857827186623,21.999999367430327,v01
2025-01-01 08:02:14,25.762948228689563,-80.36860952342452,21.795052864526994,v01
2025-01-01 08:02:15,25.762898168243655,-80.36863470689374,22.00000014848562,v01
2025-01-01 08:02:16,25.762845140468524,-80.36864246323447,21.41049399261735,v01
2025-01-01 08:02:17,25.76279023992706,-80.36863966601791,21.99990639811315,v01
2025-01-01 08:02:18,25.76273532451083,-80.36863724896614,21.99999998611564,v01
2025-01-01 08:02:19,25.762680409094603,-80.36863483191438,22.000000001877527,v01
2025-01-01 08:02:20,25.762625496897158,-80.368632339907,21.99979948364399,v01
2025-01-01 08:02:21,25.762570623503546,-80.36862894427621,21.99999995041278,v01
2025-01-01 08:02:22,25.762515750109937,-80.36862554864541,21.99999997964004,v01
2025-01-01 08:02:23,25.76246087671633,-80.36862215301461,22.0000000111246,v01
2025-01-01 08:02:24,25.76240600332272,-80.36861875738383,22.000000043595247,v01
2025-01-01 08:02:25,25.76235111408742,-80.3686157035514,21.999821076887454,v01
2025-01-01 08:02:26,25.762296216660477,-80.36861282646082,21.99999997262041,v01
2025-01-01 08:02:27,25.76224131923354,-80.36860994937024,21.99999999396129,v01
2025-01-01 08:02:28,25.762186421806597,-80.36860707227966,22.000000019117426,v01
2025-01-01 08:02:29,25.762131524379654,-80.36860419518908,22.000000040458232,v01
2025-01-01 08:02:30,25.762076617410276,-80.36860155288629,21.999988112938723,v01
2025-01-01 08:02:31,25.7620217097464,-80.36859892767137,22.000000001625448,v01
2025-01-01 08:02:32,25.76196680133769,-80.36859632198379,21.99999617791243,v01
2025-01-01 08:02:33,25.761911890401493,-80.3685937825591,21.999999986557903,v01
2025-01-01 08:02:34,25.761856979465296,-80.36859124313443,22.00000000269308,v01
2025-01-01 08:02:35,25.76180206920361,-80.36858868604314,21.99999621273056,v01
2025-01-01 08:02:36,25.761747161718766,-80.36858605622166,22.000000001670127,v01
2025-01-01 08:02:37,25.761692298235673,-80.36858249437991,21.999455663228662,v01
2025-01-01 08:02:38,25.76163744929325,-80.36857864239312,21.999999974607352,v01
2025-01-01 08:02:39,25.761582600350827,-80.36857479040631,22.00000001542767,v01
2025-01-01 08:02:40,25.761527751310354,-80.36857094014535,21.999999961595023,v01
2025-01-01 08:02:41,25.761472902516687,-80.36856708563276,21.99999816612602,v01
2025-01-01 08:02:42,25.761418055400647,-80.36856320172215,21.999999998259884,v01
